time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,country,location,loc,city,Richter Scale,year,Depth Scale,cluster
1924-09-13 14:34:16.630000+00:00,39.938,41.876,15.0,6.86,mw,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,iscgem,iscgem911110,2022-04-25T23:33:16.551Z,"18 km ESE of Pasinler, Turkey",earthquake,4.311959213401311,6.7,0.32,19.70785935884178,reviewed,iscgem,iscgem, Turkey,"(39.938, 41.876)","Kıyıkonak, Köprüköy, Erzurum, Doğu Anadolu Bölgesi, Türkiye",Erzurum,Strong,1924,Shallow,1
1924-09-27 04:27:46.400000+00:00,39.88,41.472,15.0,5.63,mw,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,iscgem,iscgem911142,2022-04-25T23:33:32.765Z,"16 km E of Erzurum, Turkey",earthquake,4.311959213401311,5.7,0.26,19.70785935884178,reviewed,iscgem,iscgem, Turkey,"(39.88, 41.472)","Sığırlı, Palandöken, Erzurum, Doğu Anadolu Bölgesi, Türkiye",Erzurum,Moderate,1924,Shallow,1
1949-08-17 18:44:17.950000+00:00,39.503,40.671,15.0,6.78,mw,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,iscgem,iscgem896772,2022-04-26T18:37:24.758Z,"14 km ENE of Yedisu, Turkey",earthquake,4.311959213401311,4.5,0.2,19.70785935884178,reviewed,iscgem,iscgem, Turkey,"(39.503, 40.671)","Saltaş, Çat, Erzurum, Doğu Anadolu Bölgesi, Türkiye",Erzurum,Strong,1949,Shallow,1
1952-01-03 06:03:55.070000+00:00,40.029,41.544,20.0,5.74,mw,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,iscgem,iscgem892350,2022-04-26T17:59:12.955Z,"12 km WNW of Pasinler, Turkey",earthquake,4.311959213401311,5.7,0.2,19.70785935884178,reviewed,iscgem,iscgem, Turkey,"(40.029, 41.544)","Baldızı, Pasinler, Erzurum, Doğu Anadolu Bölgesi, Türkiye",Erzurum,Moderate,1952,Shallow,0
1959-04-19 08:59:20.780000+00:00,39.636,42.435,15.0,5.25,mw,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,iscgemsup,iscgemsup881815,2022-05-09T19:14:06.634Z,"25 km ESE of Karayaz?, Turkey",earthquake,4.311959213401311,3.2,0.2,19.70785935884178,reviewed,iscgemsup,iscgemsup, Turkey,"(39.636, 42.435)","Çelikli, Karayazı, Erzurum, Doğu Anadolu Bölgesi, Türkiye",Erzurum,Moderate,1959,Shallow,1
1965-08-31 07:29:49.450000+00:00,39.43,40.763,15.0,5.36,mw,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,iscgem,iscgem855055,2022-04-26T23:36:32.269Z,"19 km E of Yedisu, Turkey",earthquake,4.311959213401311,6.7,0.46,19.70785935884178,reviewed,iscgem,iscgem, Turkey,"(39.43, 40.763)","Demirtaş, Çat, Erzurum, Doğu Anadolu Bölgesi, Türkiye",Erzurum,Moderate,1965,Shallow,1
1966-03-07 01:16:09.300000+00:00,39.174,41.627,15.0,5.43,mw,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,iscgem,iscgem849001,2022-04-26T23:22:55.880Z,"14 km E of Varto, Turkey",earthquake,4.311959213401311,6.7,0.33,19.70785935884178,reviewed,iscgem,iscgem, Turkey,"(39.174, 41.627)","Arpaderesi, Hınıs, Erzurum, Doğu Anadolu Bölgesi, Türkiye",Erzurum,Moderate,1966,Shallow,1
1966-08-20 11:59:13.970000+00:00,39.438,41.094,25.0,6.23,mw,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,iscgem,iscgem844740,2022-04-26T23:12:59.479Z,"18 km NNE of Karl?ova, Turkey",earthquake,4.311959213401311,3.8,0.36,19.70785935884178,reviewed,iscgem,iscgem, Turkey,"(39.438, 41.094)","Bayındır, Çat, Erzurum, Doğu Anadolu Bölgesi, Türkiye",Erzurum,Strong,1966,Shallow,0
1972-03-22 00:51:50.820000+00:00,40.449,42.185,15.0,5.18,mw,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,iscgem,iscgem775555,2022-04-26T20:54:54.585Z,"17 km SW of ?enkaya, Turkey",earthquake,4.311959213401311,13.2,0.26,19.70785935884178,reviewed,iscgem,iscgem, Turkey,"(40.449, 42.185)","Çardaklı, Şenkaya, Erzurum, Doğu Anadolu Bölgesi, Türkiye",Erzurum,Moderate,1972,Shallow,1
1975-01-12 04:39:45.400000+00:00,40.439,41.664,40.0,5.0,mb,30.579625292740047,116.87532138024358,0.8673025404157043,0.7582616279069767,us,usp00009fz,2022-04-27T17:56:00.929Z,"14 km SE of Uzundere, Turkey",earthquake,4.311959213401311,5.298684394681596,0.1684708994708995,19.70785935884178,reviewed,us,us, Turkey,"(40.439, 41.664)","Uzundere Yaylası, Yayla Mahallesi, Yayla, Uzundere, Erzurum, Doğu Anadolu Bölgesi, Türkiye",Erzurum,Moderate,1975,Shallow,0
